STN,WBAN,Temp,DewP,Count_DewP,SLP,Count_SLP,STP,Count_STP,Visib,Count_Visib,WDSP,Count_WDSP,MXSDP,Gust,SNDP,FRSHIFT
690190,13910.0,82.64584722222224,62.91333333333305,22.2,1309.250000000003,21.766666666666666,948.300000000001,20.933333333333334,9.850000000000003,22.2,9.949999999999974,22.2,19.863333333333383,221.44000000000005,999.9000000000133,0.0
720110,76991.0,84.06198611111112,65.15500000000003,23.933333333333334,9999.900000000245,0.0,5486.680000000078,11.266666666666667,9.89666666666666,23.933333333333334,5.941666666666635,23.933333333333334,13.356666666666737,100.66499999999984,999.8999999999866,667.1666666666666
720151,3049.0,76.3476149425288,53.796551724137956,23.517241379310345,9999.900000000109,0.0,867.5793103448265,22.06896551724138,9.90344827586206,23.517241379310345,6.324137931034476,23.517241379310345,15.775862068965564,157.3344827586203,999.9000000000129,0.0
720261,53976.0,81.90649999999997,65.35333333333327,24.0,9999.900000000118,0.0,981.1400000000075,22.066666666666666,9.816666666666688,24.0,6.11666666666669,24.0,13.533333333333239,248.65666666666633,999.9000000000133,0.0
720269,12982.0,87.91681944444441,70.80999999999956,23.333333333333332,9999.900000000118,0.0,1006.7233333333286,22.1,8.233333333333269,23.3,7.360000000000007,23.333333333333332,14.96333333333335,53.64666666666639,999.9000000000133,0.0
720271,3044.0,81.88755555555555,57.54999999999996,23.933333333333334,9999.900000000118,0.0,923.0400000000027,22.533333333333335,9.916666666666679,23.866666666666667,9.133333333333352,23.933333333333334,19.290000000000042,188.21666666666647,999.9000000000133,0.0
720273,12981.0,84.00201388888894,73.59666666666664,24.0,9999.900000000118,0.0,1010.5833333333343,19.6,8.283333333333323,24.0,6.466666666666693,24.0,13.746666666666671,19.060000000000073,999.9000000000133,3666.6666666666665
720276,12983.0,87.25645833333333,71.9499999999998,23.933333333333334,9999.900000000118,0.0,1007.9866666666643,21.333333333333332,240.25999999999848,17.266666666666666,8.446666666666674,23.933333333333334,17.200000000000045,87.23999999999987,999.9000000000133,0.3333333333333333
720281,53969.0,82.93725000000003,63.95666666666641,24.0,9999.900000000118,0.0,965.7466666666649,22.233333333333334,9.713333333333301,24.0,7.84666666666663,24.0,17.06666666666668,218.57666666666717,999.9000000000133,0.0
720286,53977.0,84.33309722222211,65.23666666666685,24.0,9999.900000000118,0.0,983.8300000000028,22.5,9.850000000000016,24.0,6.776666666666687,24.0,15.043333333333278,314.133333333332,999.9000000000133,333.6666666666667
720287,53967.0,82.19656944444445,66.66000000000034,24.0,9999.900000000118,0.0,984.8866666666607,22.333333333333332,9.876666666666672,24.0,8.05333333333334,24.0,15.133333333333336,249.6999999999994,999.9000000000133,0.0
720291,53970.0,81.35066091954018,67.08620689655126,23.448275862068964,9999.900000000109,0.0,995.7482758620696,22.586206896551722,9.941379310344788,23.448275862068964,6.272413793103483,23.448275862068964,12.437931034482768,290.08965517241313,999.9000000000129,0.0
720295,53972.0,84.24281944444452,64.66333333333338,24.0,9999.900000000118,0.0,987.0833333333322,22.9,9.916666666666648,24.0,8.726666666666707,24.0,15.30000000000001,151.49666666666675,999.9000000000133,0.0
720296,53945.0,80.9639444444444,69.30000000000024,24.0,9999.900000000118,0.0,1005.66666666667,19.766666666666666,8.613333333333346,24.0,3.3466666666666787,24.0,10.349999999999957,410.59999999999974,999.9000000000133,666.6666666666666
720298,53971.0,82.02234722222225,67.61999999999978,22.666666666666668,9999.900000000118,0.0,1289.09,20.9,9.603333333333302,22.666666666666668,4.823333333333341,22.666666666666668,9.496666666666627,442.74333333333374,999.9000000000133,0.0
720299,53966.0,81.715875,64.97999999999993,23.933333333333334,9999.900000000118,0.0,986.1333333333313,22.766666666666666,9.829999999999975,24.0,6.656666666666643,24.0,14.073333333333302,283.2733333333324,999.9000000000133,0.0
720302,53963.0,82.10177777777776,67.89666666666677,24.0,9999.900000000118,0.0,996.1833333333343,23.166666666666668,9.726666666666658,24.0,3.506666666666668,24.0,9.279999999999971,443.5666666666662,999.9000000000133,0.0
720303,53973.0,82.4190694444445,63.02999999999982,22.666666666666668,9999.900000000118,0.0,1001.5033333333395,21.2,9.363333333333314,22.666666666666668,6.349999999999976,22.666666666666668,12.719999999999962,215.7166666666658,999.9000000000133,0.0
720305,53964.0,81.79152777777773,63.14666666666687,23.766666666666666,9999.900000000118,0.0,974.249999999995,22.366666666666667,9.833333333333345,23.766666666666666,7.669999999999984,23.766666666666666,14.606666666666689,151.28333333333325,999.9000000000133,0.0
720311,53962.0,80.65840277777774,69.85000000000011,24.0,9999.900000000118,0.0,999.3666666666691,23.033333333333335,9.413333333333357,24.0,3.826666666666676,24.0,10.836666666666641,311.9499999999984,999.9000000000133,0.0
720314,93983.0,82.50915277777776,65.07666666666681,23.766666666666666,9999.900000000118,0.0,997.5066666666688,22.466666666666665,9.786666666666658,23.766666666666666,4.690000000000036,23.766666666666666,10.68333333333327,279.5033333333324,999.9000000000133,333.3333333333333
720315,3045.0,76.85983333333334,55.326666666666554,24.0,9999.900000000118,0.0,910.6833333333335,23.133333333333333,9.736666666666666,24.0,10.289999999999988,24.0,19.373333333333356,26.65999999999999,999.9000000000133,0.0
720316,12984.0,84.90907407407407,71.54444444444442,21.444444444444443,9999.899999999949,0.0,1008.455555555554,20.22222222222222,9.400000000000018,21.333333333333332,9.016666666666667,21.444444444444443,17.188888888888933,76.2666666666667,999.9000000000067,0.0
720318,53965.0,84.27393055555554,63.646666666666896,23.766666666666666,9999.900000000118,0.0,970.7433333333308,22.433333333333334,9.903333333333325,23.766666666666666,6.280000000000026,23.766666666666666,13.930000000000017,85.64333333333319,999.9000000000133,0.0
720320,53981.0,84.00441666666666,67.10000000000011,23.966666666666665,9999.900000000118,0.0,981.6333333333301,21.8,9.903333333333336,23.966666666666665,7.963333333333306,23.966666666666665,14.766666666666683,281.51666666666654,999.9000000000133,0.0
720323,93947.0,80.33627777777787,63.36666666666624,24.0,9999.900000000118,0.0,953.3066666666675,23.2,9.920000000000016,24.0,7.306666666666597,24.0,14.30000000000004,119.37666666666586,999.9000000000133,0.0
720391,99999.0,85.02804166666662,70.02000000000022,22.0,9999.900000000118,0.0,9999.900000000118,0.0,9.610000000000033,23.9,8.193333333333374,23.9,16.186666666666646,55.08000000000026,999.9000000000133,11667.666666666666
720393,99999.0,75.89093055555549,54.19333333333357,23.866666666666667,9999.900000000118,0.0,9999.900000000118,0.0,9.593333333333351,23.9,9.066666666666652,23.9,20.673333333333268,30.17000000000001,999.9000000000133,15670.0
720395,99999.0,85.01672222222223,64.97666666666677,23.5,9999.900000000118,0.0,9999.900000000118,0.0,9.900000000000006,23.9,6.8000000000000504,23.9,13.909999999999926,54.423333333333446,999.9000000000133,667.0
720404,99999.0,83.70911111111111,64.93000000000016,23.9,9999.900000000118,0.0,9999.900000000118,0.0,9.906666666666652,23.9,7.840000000000048,23.9,16.366666666666646,55.473333333333336,999.9000000000133,3002.6666666666665
720542,99999.0,84.11805555555567,64.84166666666684,23.708333333333332,9999.900000000054,0.0,9999.900000000054,0.0,9.658333333333323,23.708333333333332,7.30833333333329,23.708333333333332,12.649999999999968,143.9250000000001,999.9000000000108,1667.9166666666667
720577,99999.0,81.48334722222225,67.30333333333361,23.9,9999.900000000118,0.0,9999.900000000118,0.0,9.36666666666671,23.9,3.4833333333333525,23.9,9.743333333333329,344.6566666666652,999.9000000000133,5001.0
720578,99999.0,84.10938888888896,64.11000000000006,23.866666666666667,9999.900000000118,0.0,9999.900000000118,0.0,9.946666666666655,23.866666666666667,8.706666666666665,23.866666666666667,16.486666666666657,23.573333333333277,999.9000000000133,3002.6666666666665
720579,99999.0,85.37382246376811,67.43478260869554,23.782608695652176,9999.90000000004,0.0,9999.90000000004,0.0,9.934782608695647,23.782608695652176,7.260869565217397,23.782608695652176,14.05652173913034,63.717391304348034,999.9000000000102,435.2173913043478
720584,99999.0,87.85115277777786,67.97999999999928,23.9,9999.900000000118,0.0,9999.900000000118,0.0,9.829999999999963,23.6,8.466666666666713,23.766666666666666,15.413333333333323,22.389999999999965,999.9000000000133,667.3333333333334
720594,99999.0,84.84593055555547,70.75333333333346,23.9,9999.900000000118,0.0,9999.900000000118,0.0,9.736666666666626,23.9,6.570000000000018,23.9,16.173333333333265,22.27999999999993,999.9000000000133,0.0
720622,99999.0,79.05187500000002,63.71000000000037,23.9,9999.900000000118,0.0,9999.900000000118,0.0,9.786666666666644,23.9,6.093333333333329,23.9,13.34333333333329,184.74666666666602,999.9000000000133,6002.0
720626,99999.0,79.59269444444455,57.1266666666667,23.9,9999.900000000118,0.0,9999.900000000118,0.0,9.906666666666661,23.9,10.056666666666683,23.4,20.316666666666656,28.826666666666803,999.9000000000133,0.0
720637,99999.0,82.23019444444442,69.73999999999984,23.9,9999.900000000118,0.0,9999.900000000118,0.0,8.800000000000036,23.9,3.273333333333328,23.9,10.413333333333295,115.46000000000028,999.9000000000133,41001.333333333336
720639,99999.0,86.10012152777766,63.92083333333326,22.25,9999.900000000054,0.0,9999.900000000054,0.0,9.187500000000012,22.25,5.320833333333327,22.25,11.233333333333276,141.90416666666692,999.9000000000108,834.5833333333334
722008,12995.0,84.34802777777784,76.26333333333369,23.966666666666665,9999.900000000118,0.0,1012.4933333333323,21.866666666666667,8.930000000000016,23.966666666666665,76.0400000000001,21.933333333333334,79.9100000000003,280.20333333333224,999.9000000000133,0.0
722042,53978.0,82.3589722222223,70.94999999999997,23.5,9999.900000000118,0.0,996.6733333333311,21.833333333333332,9.633333333333296,23.5,3.360000000000006,23.5,9.720000000000041,409.88333333333287,999.9000000000133,0.0
722094,53984.0,85.30647222222225,65.40333333333348,23.666666666666668,9999.900000000118,0.0,990.2566666666628,22.166666666666668,9.913333333333341,23.6,6.08666666666668,23.666666666666668,13.840000000000007,284.75999999999846,999.9000000000133,0.0
722107,3056.0,79.71423611111113,55.48333333333305,24.0,9999.900000000118,0.0,898.7699999999942,21.166666666666668,9.400000000000029,24.0,6.890000000000011,24.0,17.936666666666692,251.57999999999944,999.9000000000133,1333.3333333333333
722112,53982.0,82.1674861111111,70.6066666666669,23.966666666666665,9999.900000000118,0.0,997.7800000000001,21.7,9.363333333333367,23.866666666666667,3.120000000000019,23.933333333333334,10.403333333333306,377.6266666666655,999.9000000000133,0.0
722113,99999.0,85.09944444444439,66.62000000000043,23.866666666666667,9999.900000000118,0.0,9999.900000000118,0.0,9.703333333333331,23.866666666666667,5.760000000000051,23.866666666666667,11.796666666666637,116.69000000000032,999.9000000000133,1000.0
722122,3050.0,80.48665178571432,57.567857142856916,23.071428571428573,9999.9000000001,0.0,927.3642857142868,20.785714285714285,9.835714285714309,23.071428571428573,8.52499999999998,23.071428571428573,16.803571428571463,93.45000000000003,999.9000000000126,714.6428571428571
722143,53975.0,82.87009722222217,67.16666666666642,23.9,9999.900000000118,0.0,993.6099999999957,22.333333333333332,9.916666666666629,24.0,5.959999999999986,24.0,13.343333333333248,346.9399999999993,999.9000000000133,333.3333333333333
722159,12980.0,87.62345833333335,72.69999999999959,20.166666666666668,9999.900000000118,0.0,1008.0933333333368,16.433333333333334,6.320000000000002,24.0,7.890000000000014,24.0,14.616666666666715,86.43999999999981,999.9000000000133,0.0
722169,3058.0,85.36520833333331,53.44999999999965,24.0,9999.900000000118,0.0,920.253333333336,22.266666666666666,9.919999999999998,24.0,6.889999999999981,24.0,18.039999999999996,88.93000000000006,999.9000000000133,1000.6666666666666
722174,23097.0,76.97602777777776,57.78666666666629,24.0,9999.900000000118,0.0,896.336666666663,20.966666666666665,9.52666666666666,24.0,8.179999999999971,24.0,18.376666666666722,219.87666666666607,999.9000000000133,333.3333333333333
722192,23033.0,82.533375,61.466666666666505,24.0,9999.900000000118,0.0,929.163333333329,22.633333333333333,9.91333333333331,24.0,9.513333333333343,24.0,19.096666666666685,187.42666666666602,999.9000000000133,0.0
722202,12985.0,87.43159722222218,66.47333333333323,24.0,9999.900000000118,0.0,977.7966666666651,23.1,9.959999999999996,24.0,6.310000000000021,24.0,15.306666666666704,53.95000000000002,999.9000000000133,0.0
722209,12986.0,84.85729166666658,72.56333333333369,24.0,9999.900000000118,0.0,1011.0433333333401,22.833333333333332,9.626666666666665,24.0,7.276666666666687,24.0,14.24999999999995,116.96333333333318,999.9000000000133,333.3333333333333
722214,3070.0,75.32594444444439,53.10333333333337,24.0,9999.900000000118,0.0,885.7500000000008,22.166666666666668,9.70666666666668,24.0,9.973333333333333,24.0,21.199999999999978,92.91666666666663,999.9000000000133,666.6666666666666
722231,99999.0,81.4769722222222,63.383333333333475,23.9,9999.900000000118,0.0,9999.900000000118,0.0,9.899999999999977,23.9,7.663333333333308,23.9,14.673333333333265,120.81000000000007,999.9000000000133,2001.6666666666667
722323,99999.0,83.54202777777776,65.5033333333333,23.866666666666667,9999.900000000118,0.0,9999.900000000118,0.0,9.826666666666663,23.833333333333332,5.253333333333346,23.866666666666667,12.803333333333272,150.81333333333245,999.9000000000133,1334.3333333333333
722324,3071.0,84.28098611111106,57.75333333333343,24.0,9999.900000000118,0.0,914.9899999999981,21.733333333333334,9.919999999999986,24.0,8.209999999999965,24.0,17.96999999999997,119.92666666666676,999.9000000000133,0.0
722338,12994.0,86.15097222222215,68.36333333333307,23.4,9999.900000000118,0.0,987.5899999999989,21.933333333333334,9.626666666666674,23.366666666666667,9.246666666666611,23.4,16.466666666666722,55.406666666666446,999.9000000000133,3333.3333333333335
722351,12953.0,83.91844444444446,69.26999999999963,24.0,9999.900000000118,0.0,1008.8133333333324,22.066666666666666,9.190000000000031,24.0,6.423333333333305,24.0,14.759999999999984,117.97999999999979,999.9000000000133,333.6666666666667
722362,93937.0,82.63998611111103,67.06333333333336,24.0,9999.900000000118,0.0,994.9700000000026,22.533333333333335,9.766666666666639,24.0,6.573333333333357,24.0,13.303333333333317,346.2966666666653,999.9000000000133,0.0
722363,23098.0,82.08202777777794,63.86666666666689,23.966666666666665,9999.900000000118,0.0,931.593333333331,22.733333333333334,9.90333333333333,23.433333333333334,9.206666666666678,23.966666666666665,15.06333333333334,54.11999999999998,999.9000000000133,0.0
722369,99999.0,85.4758749999999,73.90000000000018,23.9,9999.900000000118,0.0,9999.900000000118,0.0,9.946666666666662,23.9,10.023333333333344,23.9,17.756666666666614,22.983333333333317,999.9000000000133,333.6666666666667
722410,12917.0,81.80783333333338,71.85000000000007,24.0,1012.6133333333303,23.566666666666666,1012.0966666666661,22.8,9.489999999999975,24.0,6.0800000000000205,24.0,14.096666666666763,279.74666666666576,999.9000000000133,0.0
722416,12971.0,86.83283333333341,66.89000000000017,24.0,1010.6566666666615,21.866666666666667,988.4100000000035,23.433333333333334,9.713333333333347,24.0,8.37333333333328,24.0,15.446666666666747,118.95000000000026,999.9000000000133,0.0
722420,12923.0,84.38284722222225,73.6733333333331,23.966666666666665,1012.8833333333353,22.666666666666668,1012.5900000000004,22.766666666666666,9.983333333333334,23.966666666666665,10.183333333333326,23.966666666666665,14.626666666666642,574.8500000000039,999.9000000000133,0.0
722427,12975.0,82.64791666666666,69.90333333333325,24.0,1012.7633333333249,22.666666666666668,1011.3666666666666,23.166666666666668,9.560000000000004,24.0,4.743333333333339,24.0,11.940000000000024,280.6799999999987,999.9000000000133,0.0
722429,53910.0,83.12727777777786,70.05333333333347,24.0,1011.9366666666646,21.766666666666666,1006.8000000000011,23.1,9.676666666666662,24.0,4.863333333333307,24.0,10.78666666666663,247.1166666666662,999.9000000000133,0.0
722430,12960.0,85.5751666666667,69.7866666666666,24.0,1012.1666666666632,23.7,1008.5100000000017,23.933333333333334,9.97333333333332,24.0,6.256666666666679,24.0,14.319999999999967,411.29333333333295,999.9000000000133,333.6666666666667
722435,12918.0,84.62670833333328,70.20666666666621,23.966666666666665,1012.6966666666615,23.266666666666666,1010.6799999999942,23.466666666666665,9.883333333333342,23.966666666666665,5.953333333333352,23.966666666666665,12.769999999999982,280.4566666666659,999.9000000000133,667.0
722436,56452.5,82.6915364583332,70.9833333333332,9.083333333333334,9999.900000000212,0.0,5505.883333333379,4.041666666666667,9.841666666666654,9.083333333333334,5.516666666666704,9.083333333333334,51.54166666666697,693.0145833333431,999.9000000000065,625.8333333333334
722444,53902.0,82.71018055555567,69.72666666666717,24.0,1011.7966666666636,22.633333333333333,1003.29333333333,22.266666666666666,9.456666666666676,24.0,4.703333333333327,24.0,11.403333333333284,280.39333333333167,999.9000000000133,0.0
722445,3904.0,86.73843055555545,66.07666666666664,24.0,1011.4366666666683,22.166666666666668,1000.173333333326,23.7,9.896666666666615,24.0,7.846666666666648,23.866666666666667,13.95666666666663,182.5599999999996,999.9000000000133,0.0
722446,93987.0,82.70777777777772,69.45999999999984,24.0,1012.0333333333344,22.233333333333334,1001.1066666666678,20.766666666666666,9.123333333333305,24.0,4.383333333333303,24.0,10.193333333333287,508.55000000000115,999.9000000000133,0.0
722447,53903.0,85.24822222222214,67.65000000000015,24.0,1011.7799999999982,22.533333333333335,999.1099999999965,23.266666666666666,9.719999999999978,23.966666666666665,4.86666666666665,23.866666666666667,10.013333333333314,311.9199999999986,999.9000000000133,0.0
722448,13972.0,82.66569444444445,68.49999999999994,24.0,1011.9433333333328,22.433333333333334,992.8833333333283,23.366666666666667,9.733333333333363,24.0,6.606666666666711,24.0,12.736666666666597,248.0799999999992,999.9000000000133,0.0
